beerName,upc,quantityOnHand,price,categories
Hoppy Rocket #06949,010000006949,458,3.13,Session IPA;Tripel
Juicy Fox #06950,010000006950,120,10.49,Brown Ale;Pilsner
Dark Fox #06951,010000006951,430,11.27,Bock;Porter
Wild Wolf #06952,010000006952,304,7.13,Pale Ale;Wheat
Crisp Wolf #06953,010000006953,499,12.64,Gose;Pale Ale
Hoppy River #06954,010000006954,332,11.27,Hefeweizen;Lager;Porter
Juicy Rocket #06955,010000006955,422,1.77,Amber;Bock;NEIPA
Wild Comet #06956,010000006956,391,3.84,Barleywine;Gose
Wild Oak #06957,010000006957,496,9.39,Session IPA;Stout
Juicy River #06958,010000006958,431,10.24,Porter;Tripel
Smooth Rocket #06959,010000006959,76,6.87,Hefeweizen;Saison
Bright Wolf #06960,010000006960,89,5.14,Gose
Dark Harbor #06961,010000006961,367,10.09,Amber;Barleywine;Lager
Bright Comet #06962,010000006962,50,7.92,Pale Ale;Stout
Juicy Harbor #06963,010000006963,224,6.26,NEIPA;Saison;Wheat
Golden Forge #06964,010000006964,69,5.64,Barleywine;Dubbel;Porter
Wild Oak #06965,010000006965,332,11.75,Hefeweizen;Kölsch;Sour
Bright Fox #06966,010000006966,30,6.13,Bock;Dubbel
Roasty Rocket #06967,010000006967,328,12.84,Saison
Wild Monk #06968,010000006968,251,3.11,Kölsch;Sour
Bright Harbor #06969,010000006969,246,6.23,Bock;IPA
Hoppy Comet #06970,010000006970,373,3.07,Barleywine;Hefeweizen
Wild Oak #06971,010000006971,325,2.23,Brown Ale;Lager;Pilsner
Dry Fox #06972,010000006972,3,2.45,Hefeweizen
Bright River #06973,010000006973,427,8.10,Brown Ale;Tripel
Golden Comet #06974,010000006974,27,3.45,Amber;Bock;NEIPA
Dark Wolf #06975,010000006975,372,7.59,IPA;Tripel
Dark Harbor #06976,010000006976,174,12.75,Lager;Session IPA;Wheat
Golden Harbor #06977,010000006977,55,9.92,Bock;Dubbel;Stout
Hoppy Wolf #06978,010000006978,30,12.38,Pilsner;Session IPA;Stout
Crisp Monk #06979,010000006979,342,6.66,Porter
Smooth Comet #06980,010000006980,486,1.94,Amber;Porter;Sour
Roasty Oak #06981,010000006981,464,6.75,Brown Ale;Kölsch
Wild Oak #06982,010000006982,173,4.36,Dubbel;Lager;Tripel
Golden Rocket #06983,010000006983,255,11.53,Barleywine;Pilsner
Bright Comet #06984,010000006984,80,11.90,Dubbel;Kölsch
Golden Cloud #06985,010000006985,275,11.69,Dubbel;Saison
Roasty River #06986,010000006986,288,5.32,Amber
Crisp River #06987,010000006987,451,8.10,NEIPA;Sour
Golden Comet #06988,010000006988,412,3.51,Amber;IPA;Pale Ale
Golden Harbor #06989,010000006989,308,11.62,Amber;Brown Ale;Kölsch
Golden Monk #06990,010000006990,397,4.46,Dubbel;Gose
Juicy Oak #06991,010000006991,485,11.70,Brown Ale;Lager
Roasty Wolf #06992,010000006992,66,6.85,Amber;Porter;Session IPA
Juicy Monk #06993,010000006993,338,7.54,Kölsch
Hoppy Oak #06994,010000006994,230,3.01,Lager
Dry Forge #06995,010000006995,226,12.93,Brown Ale;Sour
Dry Cloud #06996,010000006996,84,6.56,Bock
Wild Harbor #06997,010000006997,62,4.12,Dubbel;Hefeweizen
Juicy River #06998,010000006998,491,11.11,Sour
Wild Cloud #06999,010000006999,303,2.95,Tripel
Smooth Wolf #07000,010000007000,288,3.30,Amber;NEIPA
Golden Rocket #07001,010000007001,347,8.67,Dubbel;Porter;Stout
Golden Rocket #07002,010000007002,104,6.92,Gose;Lager
Hoppy Cloud #07003,010000007003,395,1.90,Pale Ale;Pilsner;Wheat
Dry River #07004,010000007004,312,7.47,Gose;Tripel
Juicy Rocket #07005,010000007005,438,8.16,Session IPA
Golden Fox #07006,010000007006,79,12.20,Pilsner;Stout
Crisp Harbor #07007,010000007007,201,7.80,NEIPA;Stout
Crisp River #07008,010000007008,131,6.86,NEIPA;Saison;Wheat
Roasty Wolf #07009,010000007009,26,11.47,Dubbel
Hoppy Wolf #07010,010000007010,12,9.08,Bock
Dark Oak #07011,010000007011,342,5.94,Bock;Gose
Dark Rocket #07012,010000007012,365,5.63,Hefeweizen;Tripel
Roasty Harbor #07013,010000007013,1,11.64,Amber
Roasty Comet #07014,010000007014,246,12.00,Gose;NEIPA
Roasty Wolf #07015,010000007015,339,8.22,Kölsch;Wheat
Dry Oak #07016,010000007016,427,5.48,Kölsch;NEIPA;Stout
Wild River #07017,010000007017,141,6.97,Kölsch
Juicy Monk #07018,010000007018,259,8.91,Kölsch;NEIPA;Porter
Dark Oak #07019,010000007019,413,4.49,Stout
Bright River #07020,010000007020,53,7.95,Session IPA;Sour
Wild Wolf #07021,010000007021,436,12.61,Dubbel;Stout;Tripel
Golden Monk #07022,010000007022,492,5.68,Gose
Dry Monk #07023,010000007023,36,5.85,Session IPA;Tripel
Bright Fox #07024,010000007024,315,10.15,Gose
Bright River #07025,010000007025,322,2.52,IPA;Stout
Hoppy Comet #07026,010000007026,87,11.70,Brown Ale;Dubbel;Kölsch
Juicy Wolf #07027,010000007027,28,1.59,Porter;Stout
Smooth Monk #07028,010000007028,262,2.58,IPA;Stout;Wheat
Smooth Monk #07029,010000007029,454,11.64,Barleywine;Sour;Wheat
Juicy Wolf #07030,010000007030,324,4.92,Bock;Brown Ale;Sour
Dark Oak #07031,010000007031,466,12.04,Pilsner;Tripel;Wheat
Crisp River #07032,010000007032,83,6.81,Saison;Session IPA
Dark Comet #07033,010000007033,227,8.14,Barleywine;Stout;Wheat
Wild Rocket #07034,010000007034,128,6.97,Kölsch
Dry Oak #07035,010000007035,337,7.02,Bock;Kölsch
Dark Rocket #07036,010000007036,342,5.63,IPA;Kölsch
Dark Wolf #07037,010000007037,228,3.01,Gose;Pale Ale
Bright Cloud #07038,010000007038,169,1.60,Lager;Stout;Tripel
Juicy Harbor #07039,010000007039,178,3.30,IPA
Golden Fox #07040,010000007040,334,12.37,Gose;IPA;Porter
Roasty River #07041,010000007041,296,3.64,Amber;Dubbel
Bright Oak #07042,010000007042,487,3.07,Barleywine;Bock;Gose
Hoppy Fox #07043,010000007043,368,8.30,Amber
Golden Rocket #07044,010000007044,0,3.15,Sour
Bright River #07045,010000007045,175,10.77,Brown Ale;Dubbel;Gose
Bright Oak #07046,010000007046,185,10.86,Kölsch;Porter
Roasty Wolf #07047,010000007047,498,7.65,Lager
Smooth Comet #07048,010000007048,221,12.13,Barleywine;IPA
Dark Monk #07049,010000007049,124,2.60,Hefeweizen;Sour
Crisp Rocket #07050,010000007050,359,11.42,Hefeweizen
Crisp Oak #07051,010000007051,486,8.33,Gose;Pale Ale
Hoppy River #07052,010000007052,104,7.55,IPA;Saison
Roasty Cloud #07053,010000007053,35,10.04,Kölsch;Wheat
Hoppy Forge #07054,010000007054,411,9.22,Dubbel
Hoppy Wolf #07055,010000007055,57,2.52,Barleywine;Bock;Stout
Dry Comet #07056,010000007056,112,10.36,Barleywine;Lager;Tripel
Wild Fox #07057,010000007057,61,10.91,Gose;Hefeweizen;Wheat
Crisp Forge #07058,010000007058,294,7.32,Bock;Gose;Lager
Hoppy Cloud #07059,010000007059,236,7.04,Kölsch;Pilsner;Porter
Dry Cloud #07060,010000007060,112,1.86,Brown Ale;NEIPA;Saison
Roasty Wolf #07061,010000007061,434,12.53,Amber;Wheat
Roasty River #07062,010000007062,318,9.74,Hefeweizen;Saison;Sour
Roasty Rocket #07063,010000007063,471,11.77,IPA;Pale Ale
Hoppy Forge #07064,010000007064,365,10.50,Tripel
Wild Wolf #07065,010000007065,416,8.30,IPA;Stout
Golden Monk #07066,010000007066,196,10.75,Barleywine;Pilsner
Smooth Oak #07067,010000007067,228,12.17,Amber
Hoppy Cloud #07068,010000007068,81,12.44,Bock;Brown Ale
Wild Forge #07069,010000007069,328,3.92,Gose;Pilsner
Bright River #07070,010000007070,28,7.19,Stout;Wheat
Smooth Forge #07071,010000007071,209,6.31,Pale Ale;Pilsner;Saison
Crisp Forge #07072,010000007072,32,8.95,NEIPA
Crisp Monk #07073,010000007073,195,1.96,Amber
Roasty Forge #07074,010000007074,24,7.71,Amber;Barleywine;Brown Ale
Hoppy River #07075,010000007075,349,12.67,Tripel
Crisp Forge #07076,010000007076,389,6.05,Porter;Session IPA
Juicy Forge #07077,010000007077,453,3.39,Barleywine
Dark Oak #07078,010000007078,404,12.44,IPA
Dry Cloud #07079,010000007079,432,10.21,Hefeweizen
Juicy Fox #07080,010000007080,456,7.45,Hefeweizen;Pilsner
Bright Oak #07081,010000007081,49,3.59,Amber;Gose;Porter
Dark Comet #07082,010000007082,209,11.09,Saison
Hoppy River #07083,010000007083,379,12.11,Porter;Saison
Wild Comet #07084,010000007084,130,11.31,Kölsch;Session IPA;Tripel
Dark Rocket #07085,010000007085,3,2.17,Lager;Wheat
Crisp River #07086,010000007086,33,12.13,Dubbel;Gose;Pilsner
Dry Cloud #07087,010000007087,311,10.40,Brown Ale;Porter
Dry Rocket #07088,010000007088,324,11.07,Amber;Barleywine;Stout
Dry River #07089,010000007089,442,11.85,Dubbel;Sour
Crisp Forge #07090,010000007090,293,2.26,IPA
Dark Oak #07091,010000007091,118,5.83,Barleywine;Porter
Dark Wolf #07092,010000007092,470,11.44,Lager;Saison;Tripel
Dry Rocket #07093,010000007093,435,4.87,NEIPA;Pale Ale;Sour
Dry River #07094,010000007094,379,9.08,Amber;Wheat
Wild Cloud #07095,010000007095,403,5.21,Pale Ale
Juicy Comet #07096,010000007096,60,3.96,Session IPA;Tripel
Bright Forge #07097,010000007097,141,3.53,Stout;Wheat
Dry Cloud #07098,010000007098,390,8.91,Pale Ale;Sour
Golden Wolf #07099,010000007099,185,1.77,Barleywine;Session IPA
Golden Fox #07100,010000007100,236,8.03,Porter;Tripel
Golden Harbor #07101,010000007101,142,6.29,Porter;Stout
Golden Forge #07102,010000007102,178,11.37,Hefeweizen;Sour;Tripel
Juicy Comet #07103,010000007103,251,5.53,Dubbel;IPA
Hoppy Oak #07104,010000007104,363,6.79,NEIPA;Tripel
Hoppy Rocket #07105,010000007105,400,12.10,Barleywine;Brown Ale
Hoppy Wolf #07106,010000007106,439,12.57,Bock;NEIPA
Dark River #07107,010000007107,376,8.60,Kölsch;Sour;Wheat
Roasty Comet #07108,010000007108,392,10.25,Dubbel;NEIPA
Roasty Monk #07109,010000007109,194,1.88,Dubbel
Smooth Cloud #07110,010000007110,68,4.27,Pilsner;Porter;Wheat
Bright Wolf #07111,010000007111,191,1.90,Pilsner
Smooth Monk #07112,010000007112,435,4.26,Brown Ale;IPA;Wheat
Crisp Rocket #07113,010000007113,479,10.57,Bock;Saison;Tripel
Juicy Oak #07114,010000007114,108,11.47,Pale Ale
Roasty Forge #07115,010000007115,300,12.49,Barleywine;IPA;NEIPA
Smooth Monk #07116,010000007116,259,5.26,Sour
Dark Monk #07117,010000007117,337,9.48,Dubbel;Gose
Golden Wolf #07118,010000007118,405,9.45,Brown Ale;Tripel
Crisp Harbor #07119,010000007119,320,8.20,Barleywine;Porter;Sour
Hoppy Cloud #07120,010000007120,493,5.69,Amber;Hefeweizen
Wild Harbor #07121,010000007121,301,9.40,Wheat
Juicy Comet #07122,010000007122,229,3.02,Hefeweizen;Lager;Wheat
Dry Forge #07123,010000007123,134,8.45,Lager
Bright Cloud #07124,010000007124,102,12.11,Barleywine;Porter
Crisp Oak #07125,010000007125,74,12.06,Brown Ale;IPA;Sour
Roasty Cloud #07126,010000007126,191,11.63,Lager
Golden Oak #07127,010000007127,333,5.39,Dubbel
Bright Forge #07128,010000007128,170,9.99,Lager;Tripel
Dry Oak #07129,010000007129,314,7.63,Porter
Golden River #07130,010000007130,86,12.69,Saison
Juicy Cloud #07131,010000007131,479,9.34,NEIPA
Crisp Fox #07132,010000007132,452,1.56,Brown Ale;Sour;Stout
Golden Oak #07133,010000007133,13,6.49,Barleywine;IPA;NEIPA
Smooth Cloud #07134,010000007134,339,11.84,Amber;Barleywine
Golden Wolf #07135,010000007135,68,3.80,Hefeweizen;Sour
Roasty Wolf #07136,010000007136,437,10.02,Pale Ale;Saison
Crisp Forge #07137,010000007137,38,11.81,Brown Ale
Golden Cloud #07138,010000007138,456,7.57,Kölsch;Lager
Roasty Forge #07139,010000007139,495,11.48,Bock;NEIPA
Wild Harbor #07140,010000007140,60,12.86,Saison
Hoppy Fox #07141,010000007141,415,12.25,Amber;Gose;Sour
Dry Fox #07142,010000007142,365,6.16,Stout
Dark Oak #07143,010000007143,182,10.51,Bock;IPA
Golden Comet #07144,010000007144,67,5.84,Porter
Crisp Wolf #07145,010000007145,270,3.81,Brown Ale;IPA;Sour
Golden Harbor #07146,010000007146,252,7.93,Pilsner
Juicy River #07147,010000007147,312,4.90,Hefeweizen
Golden Comet #07148,010000007148,438,6.84,Bock
Smooth Harbor #07149,010000007149,443,10.77,Bock;Pilsner
Juicy Forge #07150,010000007150,52,1.68,Pale Ale;Stout
Hoppy Comet #07151,010000007151,498,2.91,Barleywine;Sour;Tripel
Crisp Monk #07152,010000007152,203,4.96,Saison;Wheat
Hoppy Fox #07153,010000007153,110,10.68,Sour
Hoppy Forge #07154,010000007154,334,12.95,Barleywine
Wild Comet #07155,010000007155,38,7.16,Barleywine;Bock;Pilsner
Golden Oak #07156,010000007156,18,11.02,Porter;Session IPA;Sour
Hoppy Rocket #07157,010000007157,186,2.48,Hefeweizen
Golden River #07158,010000007158,117,6.42,Dubbel;IPA
Crisp Oak #07159,010000007159,363,5.32,Pilsner;Porter;Tripel
Hoppy Rocket #07160,010000007160,431,7.06,Pale Ale;Session IPA;Stout
Hoppy River #07161,010000007161,340,3.01,Stout;Wheat
Golden Harbor #07162,010000007162,15,9.59,Lager;Porter;Wheat
Wild Comet #07163,010000007163,244,7.82,Wheat
Smooth Forge #07164,010000007164,323,10.08,Kölsch;Pale Ale;Tripel
Dry Comet #07165,010000007165,113,9.35,Dubbel;NEIPA
Roasty Rocket #07166,010000007166,102,6.02,Kölsch
Smooth Cloud #07167,010000007167,9,1.72,Saison
Wild Fox #07168,010000007168,200,4.39,Dubbel;Lager;Session IPA
Crisp Rocket #07169,010000007169,220,12.12,Amber;Stout
Bright River #07170,010000007170,2,1.85,Amber;Kölsch
Smooth River #07171,010000007171,261,7.43,Brown Ale;Lager;Sour
Crisp Cloud #07172,010000007172,54,1.92,Sour;Wheat
Hoppy Fox #07173,010000007173,192,8.61,Barleywine
Juicy Cloud #07174,010000007174,476,1.63,IPA;Session IPA;Stout
Smooth Comet #07175,010000007175,233,8.52,Kölsch
Dark Oak #07176,010000007176,417,10.94,Amber;Dubbel;IPA
Bright Fox #07177,010000007177,453,9.50,NEIPA;Porter
Wild Monk #07178,010000007178,375,10.32,Hefeweizen;Saison
Juicy Wolf #07179,010000007179,401,4.86,Porter
Hoppy Rocket #07180,010000007180,432,12.87,IPA;Pale Ale;Pilsner
Bright River #07181,010000007181,116,7.31,Bock;Brown Ale;Pilsner
Wild Rocket #07182,010000007182,402,4.41,Gose;Kölsch;Stout
Wild River #07183,010000007183,111,2.80,Dubbel;Kölsch
Smooth River #07184,010000007184,7,12.95,Lager
Dark Forge #07185,010000007185,459,1.86,Brown Ale;Dubbel;Kölsch
Roasty Monk #07186,010000007186,498,7.94,Amber;Gose;Porter
Dark Forge #07187,010000007187,130,5.65,IPA;Lager;Pilsner
Dry Cloud #07188,010000007188,481,4.75,Lager;Tripel
Juicy Fox #07189,010000007189,135,10.30,Gose;Lager
Dark Monk #07190,010000007190,214,1.61,Brown Ale;Session IPA;Stout
Hoppy Oak #07191,010000007191,6,4.91,Dubbel;Sour
Smooth River #07192,010000007192,464,5.63,Wheat
Wild Fox #07193,010000007193,230,10.11,Saison;Sour
Hoppy Forge #07194,010000007194,177,7.61,Session IPA
Smooth Rocket #07195,010000007195,347,2.13,Bock
Golden Wolf #07196,010000007196,314,2.23,Amber;Saison
Juicy Harbor #07197,010000007197,283,3.81,Barleywine;Kölsch;Wheat
Dry Oak #07198,010000007198,316,3.60,Saison
Dark Forge #07199,010000007199,216,8.73,Lager;Porter;Stout
Bright Rocket #07200,010000007200,197,7.17,Amber;Bock;Session IPA
Roasty Cloud #07201,010000007201,418,8.77,Lager;Sour;Tripel
Juicy Rocket #07202,010000007202,471,8.71,Pilsner
Wild Monk #07203,010000007203,406,4.66,Gose;IPA
Dry Forge #07204,010000007204,452,4.98,IPA;Porter;Stout
Juicy River #07205,010000007205,321,8.34,Amber
Golden Cloud #07206,010000007206,346,4.62,Porter;Tripel
Hoppy Monk #07207,010000007207,95,12.58,Kölsch;Stout;Tripel
Juicy Fox #07208,010000007208,440,12.32,Dubbel
Dark Cloud #07209,010000007209,438,5.69,Tripel
Golden Comet #07210,010000007210,497,10.35,IPA;Pale Ale;Saison
Golden Comet #07211,010000007211,116,12.28,IPA;Stout
Bright Wolf #07212,010000007212,237,9.71,Kölsch;Pilsner
Crisp Comet #07213,010000007213,168,1.75,Gose;Kölsch;Stout
Hoppy Forge #07214,010000007214,181,11.42,Brown Ale;Dubbel
Wild Comet #07215,010000007215,435,10.42,Brown Ale
Golden Cloud #07216,010000007216,232,10.37,Brown Ale;Saison;Wheat
Golden Fox #07217,010000007217,395,7.99,Hefeweizen;Session IPA
Bright Forge #07218,010000007218,161,10.94,Bock;Kölsch
Dark Oak #07219,010000007219,116,4.85,Amber;Sour;Wheat
Golden Wolf #07220,010000007220,387,2.36,Barleywine;Pilsner
Dry Comet #07221,010000007221,167,9.86,Amber;Stout;Tripel
Crisp Monk #07222,010000007222,157,5.40,Gose
Bright Cloud #07223,010000007223,333,6.21,Kölsch;NEIPA
Roasty Oak #07224,010000007224,415,12.69,Hefeweizen
Hoppy River #07225,010000007225,414,3.26,Session IPA
Hoppy Harbor #07226,010000007226,348,6.97,Hefeweizen;Pale Ale
Golden Wolf #07227,010000007227,128,5.89,Lager;Pale Ale;Saison
Crisp Monk #07228,010000007228,496,3.03,Brown Ale;Wheat
Crisp Monk #07229,010000007229,176,11.35,Hefeweizen
Juicy Harbor #07230,010000007230,211,4.03,Stout
Wild Wolf #07231,010000007231,195,4.98,Gose
Golden Rocket #07232,010000007232,236,12.52,Brown Ale;Dubbel;Pale Ale
Crisp Rocket #07233,010000007233,422,8.11,Brown Ale;Hefeweizen
Roasty Monk #07234,010000007234,32,3.49,NEIPA;Saison;Tripel
Dry Harbor #07235,010000007235,207,9.73,IPA;Session IPA
Hoppy Cloud #07236,010000007236,444,12.19,Pale Ale;Saison
Golden Comet #07237,010000007237,63,7.59,NEIPA;Session IPA
Crisp Oak #07238,010000007238,191,10.36,NEIPA
Juicy Comet #07239,010000007239,455,6.90,NEIPA
Dry Comet #07240,010000007240,384,4.14,Bock;Brown Ale
Dark Cloud #07241,010000007241,269,4.98,Gose;Pilsner;Wheat
Wild Oak #07242,010000007242,17,12.65,Barleywine;Hefeweizen;Wheat
Crisp Rocket #07243,010000007243,288,5.48,NEIPA
Crisp Monk #07244,010000007244,231,4.22,Kölsch;Wheat
Juicy Comet #07245,010000007245,156,8.44,Pale Ale
Hoppy Cloud #07246,010000007246,403,6.19,Kölsch;Stout
Crisp Oak #07247,010000007247,146,11.52,Amber;Kölsch;Sour
Roasty Monk #07248,010000007248,287,9.82,Wheat
Golden Wolf #07249,010000007249,332,4.18,Saison;Session IPA
Crisp Cloud #07250,010000007250,38,8.94,Kölsch;Wheat
Dark River #07251,010000007251,352,11.80,Lager;Sour
Crisp Monk #07252,010000007252,203,11.45,Hefeweizen
Hoppy Monk #07253,010000007253,125,11.80,Pilsner;Session IPA
Juicy Wolf #07254,010000007254,206,1.76,NEIPA;Session IPA
Wild Forge #07255,010000007255,7,11.15,Amber;Hefeweizen
Juicy Cloud #07256,010000007256,36,1.56,IPA;Pale Ale
Dry Fox #07257,010000007257,213,11.33,Sour
Juicy Cloud #07258,010000007258,342,6.47,Barleywine;Pale Ale;Saison
Smooth Forge #07259,010000007259,114,2.67,Gose;Sour
Juicy Fox #07260,010000007260,140,10.20,Kölsch;Pale Ale
Smooth Monk #07261,010000007261,423,10.12,Pale Ale;Sour
Hoppy Wolf #07262,010000007262,85,7.64,Pilsner;Stout;Tripel
Bright Harbor #07263,010000007263,118,2.55,IPA;Saison;Session IPA
Crisp Forge #07264,010000007264,143,9.38,Amber;Lager;Pilsner
Crisp Harbor #07265,010000007265,287,1.50,Brown Ale;Gose
Crisp Harbor #07266,010000007266,19,12.99,Hefeweizen;Porter
Wild Cloud #07267,010000007267,228,7.78,Bock;Sour
Golden Wolf #07268,010000007268,278,12.88,Pale Ale;Pilsner;Session IPA
Dark Wolf #07269,010000007269,235,9.83,Hefeweizen
Golden Forge #07270,010000007270,448,8.28,Pale Ale
Bright Cloud #07271,010000007271,291,2.49,Brown Ale;Dubbel;Session IPA
Crisp Oak #07272,010000007272,303,12.72,Hefeweizen;Pale Ale
Bright Monk #07273,010000007273,345,6.54,Dubbel;Hefeweizen;Pilsner
Juicy Rocket #07274,010000007274,181,6.02,Gose;Session IPA
Roasty Wolf #07275,010000007275,455,12.23,Kölsch;Porter
Dry Rocket #07276,010000007276,493,8.43,Hefeweizen;Pilsner
Juicy Cloud #07277,010000007277,466,5.41,Barleywine;Brown Ale;Saison
Dry Harbor #07278,010000007278,97,9.21,Brown Ale
Dark Rocket #07279,010000007279,136,8.13,Sour
Smooth Oak #07280,010000007280,254,2.76,Session IPA;Stout
Juicy Harbor #07281,010000007281,316,8.30,Bock
Crisp Comet #07282,010000007282,492,6.28,Hefeweizen;Sour;Wheat
Dry Rocket #07283,010000007283,1,6.05,Brown Ale
Golden Wolf #07284,010000007284,130,3.33,Hefeweizen;Saison
Hoppy Cloud #07285,010000007285,374,9.17,Stout;Tripel
Hoppy Cloud #07286,010000007286,211,3.57,IPA;NEIPA;Session IPA
Golden Forge #07287,010000007287,404,5.72,Pale Ale
Dark Forge #07288,010000007288,155,2.15,Dubbel;Session IPA
Dry Rocket #07289,010000007289,92,8.84,Pilsner
Bright River #07290,010000007290,229,8.95,Session IPA;Tripel
Wild Cloud #07291,010000007291,193,5.83,Pilsner;Saison
Hoppy Wolf #07292,010000007292,342,1.55,Bock;Lager
Smooth River #07293,010000007293,245,5.79,Lager;Stout
Dry Oak #07294,010000007294,3,2.07,Bock;Hefeweizen;Stout
Crisp River #07295,010000007295,99,3.11,Barleywine;Bock;IPA
Dark Rocket #07296,010000007296,149,9.16,Barleywine;Gose;Pilsner
Juicy Fox #07297,010000007297,150,5.85,Bock;Gose
Smooth Wolf #07298,010000007298,170,8.90,Bock;IPA
Bright Cloud #07299,010000007299,97,6.98,Hefeweizen;IPA
Smooth Monk #07300,010000007300,120,12.23,Brown Ale;Kölsch
Bright Forge #07301,010000007301,204,9.21,Saison
Crisp Cloud #07302,010000007302,238,8.04,Brown Ale
Crisp Rocket #07303,010000007303,327,1.89,Hefeweizen;Pale Ale
Wild Cloud #07304,010000007304,227,6.81,Porter;Stout
Bright Fox #07305,010000007305,464,6.42,Barleywine;Lager;Sour
Dark Forge #07306,010000007306,106,1.94,Brown Ale;Wheat
Crisp Harbor #07307,010000007307,43,5.53,Barleywine;Tripel
Roasty Forge #07308,010000007308,312,2.11,Session IPA
Dark River #07309,010000007309,205,9.42,Lager;Pale Ale;Porter
Bright Monk #07310,010000007310,481,10.07,Gose;NEIPA
Golden Wolf #07311,010000007311,357,2.99,Lager;Stout
Wild Fox #07312,010000007312,120,9.66,Bock;Gose;Session IPA
Roasty Forge #07313,010000007313,184,5.62,Amber;Porter
Dry Oak #07314,010000007314,245,5.95,Hefeweizen;Kölsch;Pilsner
Roasty River #07315,010000007315,168,10.73,Porter
Hoppy Forge #07316,010000007316,156,8.34,IPA;Sour
Juicy Forge #07317,010000007317,452,7.17,Saison;Wheat
Juicy Harbor #07318,010000007318,193,10.64,Amber;Kölsch;Stout
Golden Oak #07319,010000007319,198,11.46,NEIPA;Saison
Bright Cloud #07320,010000007320,309,9.49,NEIPA
Roasty Cloud #07321,010000007321,217,6.24,Brown Ale
Crisp Cloud #07322,010000007322,354,6.39,Kölsch;Lager
Dry Rocket #07323,010000007323,312,2.57,Amber;Brown Ale
Roasty Rocket #07324,010000007324,95,10.87,Gose
Dark River #07325,010000007325,153,7.07,Porter;Session IPA
Juicy Oak #07326,010000007326,32,2.73,Amber;Gose
Dark Cloud #07327,010000007327,243,7.16,Gose
Smooth Fox #07328,010000007328,446,6.52,Amber
Bright Comet #07329,010000007329,122,10.68,IPA;Saison
Golden River #07330,010000007330,211,12.20,IPA
Juicy River #07331,010000007331,273,11.62,Gose;IPA;Session IPA
Smooth Comet #07332,010000007332,54,5.40,Barleywine;Sour
Smooth Oak #07333,010000007333,495,10.74,Bock;Brown Ale;Pale Ale
Crisp Wolf #07334,010000007334,398,11.36,NEIPA
Bright Harbor #07335,010000007335,208,9.81,Hefeweizen;NEIPA;Pilsner
Bright Monk #07336,010000007336,407,6.12,Saison;Stout;Wheat
Golden Comet #07337,010000007337,480,5.54,Hefeweizen;Porter
Wild Forge #07338,010000007338,264,10.11,Amber;IPA
Bright Oak #07339,010000007339,187,7.15,Gose;IPA;Tripel
Golden Oak #07340,010000007340,152,6.99,Amber;Kölsch
Smooth Rocket #07341,010000007341,52,4.19,Gose
Bright Harbor #07342,010000007342,24,12.56,Pilsner
Dark Cloud #07343,010000007343,315,6.60,NEIPA;Sour
Juicy Comet #07344,010000007344,469,1.97,Dubbel;IPA
Golden Oak #07345,010000007345,164,2.02,Bock;Dubbel
Juicy Oak #07346,010000007346,316,10.06,Lager
Crisp Forge #07347,010000007347,86,5.96,Pilsner;Tripel
Dark Rocket #07348,010000007348,7,7.06,Tripel
Roasty River #07349,010000007349,263,6.95,Gose;Hefeweizen
Juicy Oak #07350,010000007350,499,3.39,Gose;Session IPA
Dry Monk #07351,010000007351,411,6.43,Pale Ale;Tripel
Bright Forge #07352,010000007352,159,4.65,Pilsner
Juicy Rocket #07353,010000007353,131,8.05,Barleywine;Bock;Pilsner
Bright Harbor #07354,010000007354,452,8.94,Hefeweizen
Wild Fox #07355,010000007355,7,5.86,Saison
Wild Fox #07356,010000007356,325,11.46,Hefeweizen;Sour
Smooth Harbor #07357,010000007357,108,6.72,Barleywine;Brown Ale;Dubbel
Bright Fox #07358,010000007358,65,2.75,Amber;Saison
Bright Wolf #07359,010000007359,345,5.04,Amber;Brown Ale;Lager
Crisp Forge #07360,010000007360,483,11.99,NEIPA;Stout
Wild Monk #07361,010000007361,423,8.32,Amber;Tripel
Dark River #07362,010000007362,322,10.29,Hefeweizen;Saison
Hoppy Wolf #07363,010000007363,355,11.95,Pale Ale
Juicy Rocket #07364,010000007364,496,10.80,Pale Ale;Pilsner
Wild Comet #07365,010000007365,237,7.08,NEIPA
Smooth Comet #07366,010000007366,191,12.46,Amber;Lager
Smooth River #07367,010000007367,393,7.00,Dubbel;Pilsner;Porter
Hoppy Oak #07368,010000007368,315,1.96,Barleywine;Dubbel;Stout
Dry Wolf #07369,010000007369,111,10.49,Pale Ale;Tripel
Hoppy Monk #07370,010000007370,60,7.95,Bock;Brown Ale
Golden Forge #07371,010000007371,400,6.61,Porter;Saison
Hoppy River #07372,010000007372,130,1.83,Kölsch
Dark Monk #07373,010000007373,55,8.75,Session IPA
Juicy Wolf #07374,010000007374,124,1.79,Kölsch;Wheat
Hoppy Comet #07375,010000007375,122,7.05,Barleywine;Sour
Bright Harbor #07376,010000007376,12,8.26,Barleywine;Dubbel
Bright Harbor #07377,010000007377,454,11.83,Barleywine;Session IPA
Smooth Oak #07378,010000007378,407,8.55,Kölsch;Pale Ale;Saison
Dry Monk #07379,010000007379,308,7.41,IPA;Pilsner
Dry River #07380,010000007380,40,12.53,Gose;Saison
Roasty Cloud #07381,010000007381,471,5.31,Kölsch
